cannonsurge|16173->2,3280->5,10284->0,21098->4,4176->1,18571->1,27197->4,25557->0,8907->1,18250->3,25259->2,3910->1,15488->5,1929->2,10742->4,21238->3,12600->4,24045->2,20959->1,1975->0,15178->0,28712->2,8303->4,13962->0,18908->5,232->1,27180->2,27095->4,17029->2,30460->0,10483->3,12395->2,23942->3,11276->4,32329->1,21149->4,7613->3,10203->5,4454->4,6183->4,5791->1,25468->4,22202->4,8439->4,26323->1,1863->0,12250->2,24620->3,25310->0,20266->1,13120->4
Cantelopeman|10128->5,13571->1,4875->0,1951->5,28158->3,29046->5,18330->3,9024->3,18535->2,19237->1,10649->3,17787->1,3879->2,10795->4,25259->2,31430->5,27363->0,5783->4,3836->2,32639->0,11365->3,6647->5,5682->3,25706->1,6548->5,8640->4,24817->4,2013->0,14004->0,4472->1,14079->4,17636->3,20852->2,5931->5,5797->3,23465->3,9594->2,5491->4,7325->0,6122->4,31266->5,17032->3
canvas|26374->0,17713->3,31668->0,26579->5,12670->2,7089->3,337->3,14878->1,14810->3,9508->0,22404->3,26288->2,23829->3,12620->1,22908->0,11796->3,22216->2,22770->0,10624->3,32658->5,32162->3,1175->4,25578->0,30755->2,8923->5,23012->5,27336->0,12330->3,19125->5,31651->4,20408->0,13471->5,12025->5,23647->5,18942->3,22379->2,32245->2,15835->4,6430->1,15680->5,4686->5,5102->2,8277->5,18406->0,12895->4,13533->5,1862->4,29168->4,15108->3,3485->1,28632->1,1308->1,5414->0,32018->5,22823->1,2811->3,2795->2,17270->1,15900->0,3525->2,28295->3,16525->0,5170->5,11735->3,19603->5,13540->0,25762->3,22727->2,5099->5,29713->2,23246->5,30598->2,1663->5
capping|1743->4
capps|16057->4,29170->4,2277->2,31669->0,21276->0,29128->4,7176->5,191->2,15926->5,19231->0,28157->0,7398->3,31092->2,20805->4,12618->4,1889->5,20877->3,9977->4,573->1,8690->4,25768->2,24567->2,5682->4,25705->0,25060->5,10153->2,25113->5,5129->1,13878->2,15991->5,7545->4,2875->4,11756->4,9470->4,6607->2,32223->4,7644->0,26524->2,30502->4,6188->5,10740->2,14674->4,32541->3,8280->4,17014->1,23917->1
CaptaiinSparklez|12622->5,6314->1,2836->0,15381->1,12618->0,11986->4,32546->3,2818->2,29156->5,16018->5,11013->1,4629->5,5049->3,16800->4,11121->1,31064->4,1202->4,25775->5,12680->4,16259->0,26501->0,1259->3,19060->3
Captain24|13550->0,27892->5,17210->3,1472->1,21351->0,3179->1,10581->3,13516->0,14176->4,13993->2,13425->2,9459->1,21921->3,16955->0,25143->1,19216->1,13043->4,12909->4,22910->3,7054->2,19961->4
captaincarter43|13524->1,13843->0,246->2,4516->3,13917->3,15101->4,17346->0,26283->5,649->2,27379->1,14538->2,7434->2,27437->5,4431->0,23069->2,24205->2,23591->2,5242->1,23297->4,20642->1,24600->3,28749->1,16706->0,25533->2,5665->2,26926->3,29485->5,23785->1,28029->4,12878->5,23877->3,8001->5,22018->0,1096->0,9831->1,22130->1,32288->2,21014->1,9091->1,20109->5,22795->1,18222->3,7390->1,19864->0,14563->3,25802->1,11478->0,21995->4,16568->0,12939->4,25868->3,13945->3,12089->4,23929->3,19119->0,17648->0,7989->4,15881->3,9023->5,22997->2,21254->2,21194->3,18226->0,32285->0,10095->1,19154->1,21429->2,30329->3,26420->2,4957->3,13156->0,13802->1,2794->4,1662->0,18386->5,18324->0,14681->1,14827->0,8617->2,30456->2,5331->4,17693->3,13435->3,28577->2,2239->5,19851->1,434->1,27518->3,26350->4,21738->0
CaptainMonkey612|21098->4,6832->4,15962->2,694->1,7445->5,19917->2,12847->4,7474->3,1889->1,13162->5,10565->3,30067->4,11857->5,10314->5,5779->5,24983->2,32298->2,31448->5,9437->5,3444->0,18498->2,25600->4,22949->0,1242->4
captainpaddy|1909->4,25923->5,22352->0,19510->3,30552->0,1605->3,4491->1,2534->0,3883->2,24527->1,16018->2,10314->1,16519->0,29245->0,19057->1,15331->4,17925->0,17752->5,2013->0,2881->2,5873->4,26356->3,2437->4,25308->2,32345->2,15560->4,3094->5,5901->3,23758->3,6695->1,2662->2,9812->1,7574->5,13807->3,13482->3,31948->5,7046->0,32377->2,5638->5,6020->2,7059->3,14396->5,13685->1,16365->3,6167->5,12239->0,20685->0,9627->4,31584->5,12304->4,23062->0,21524->1,1535->2,26769->4,17062->4,10538->4,23011->0,11247->1,4487->0,4504->3,8114->1
captanx|12804->5,24393->5,21943->4,29596->4,6217->1,20162->4,11432->2,5675->2,9459->3,18296->3,16475->0,28023->0,27611->2,22913->3,12741->1,5153->5,6104->4,9278->5,5314->4,30340->3,3462->2,21331->1,24023->1,22797->1,19060->2,25740->3,151->5,3458->0,31442->2,5975->1,11885->0,23625->0,31266->0,21259->2,10094->4,3857->5,16181->0,6429->4,5490->2,7568->3,18721->1,3250->2,5360->2,13813->1,29463->3,25797->3,14575->5,567->5,26130->2
CaptinElijah|16126->5
carafe|18607->2,14089->5,1327->1,16197->2,1638->3,499->0,24713->0,6366->0,13311->4,30923->0,13844->0,6972->0,16615->3,24362->1,21470->3,23269->3,5395->5,7882->3,1559->4,14389->0,10072->0,5687->3,25610->4,28559->0,25596->0
carbonaceous|15021->5,23341->3,22444->1,19230->3,12886->2,7620->4,16777->1,24496->0,8515->4,24625->5,24381->1,10550->4,5049->1,32298->5,30767->4,25940->3,24455->0,24621->4,23592->0,1293->5,14079->0,2137->1,5323->0,3098->3,28770->1,24482->3,9080->5,23072->0,18573->0,6703->3,22354->5,27326->4,7138->4,13889->1,21325->1,41->0,9593->3,3377->0,579->5,32315->5,14854->5
carchbenner|6217->2,20162->3,11432->0,5675->1,9459->4,18296->4,16475->2,28023->1,27611->4,22913->2,12741->2,5153->2,6104->2,9278->3,5314->2,30340->0,3462->0,21331->2,24023->0,22797->4,19060->3,25740->4,151->0,3458->3,31442->0,5975->3,11885->2,23625->2,31266->5,21259->0,10094->1,3857->2,16181->2,6429->5,5490->1,7568->4,18721->4,3250->2,5360->3,13813->2,29463->4
carlking101|1510->3,4181->3,16173->3,3280->3,10284->1,21098->2,4176->1,18571->3,27197->3,25557->2,8907->5,18250->1,25259->0,3910->5,15488->2,1929->0,10742->2,21238->5,12600->5,24045->4,20959->3,1975->2,15178->4,28712->0,8303->2,13962->5,18908->5,232->3,27180->3,27095->3,17029->4,30460->4,10483->5,12395->1,23942->5,11276->0,32329->1
carllucas|15446->4,1986->0,2424->4,22284->3,13641->0,12333->2,9255->5,14367->5,30249->2,23189->3,12910->4,3879->0,5025->0,8170->4,6553->2,7305->4,27712->1,7823->0,20241->1,217->2,10213->3,1978->3,1676->4,5113->5,13233->2,278->4,2366->5,11943->2,21720->5,5594->3,6554->1,14654->2,17090->2,20447->5,6986->3,6424->2,12487->5,16628->1,2007->1,20049->1,10159->4,23372->3,1690->2,24645->2,3899->2,345->4,4053->5,2617->1,27148->4,24925->0,14527->3,19935->5,24237->3,3455->5,14297->5,2820->3,25757->3,10855->2,29877->3,27071->1,17248->3,24765->4,22875->3,14540->5,19474->2,27749->4,3239->2,23163->1,19725->5,26818->1,2112->3,5433->3,4339->5,2441->3,5967->4,18776->5,10371->5
Carlosthe1|22403->1,26032->4,4948->0,6630->5,14057->1,14094->2,16133->2
carmeliacarmelina|6395->3,15645->1,13747->0,19200->0,19267->0,3191->5,23003->2,11904->5,3220->3,17224->4,11592->0,12680->5,22949->4,10419->3,3510->1,6312->4,7174->3,2734->1,390->2,9594->4,4443->3,19644->0,107->1,27617->3,6696->0,31666->3,17011->0,7015->2,13826->4,20456->3,9658->2,7186->5,8061->2,32271->0,17957->3,31063->3,22825->3,17928->5,4381->0,3559->0,18299->4,22995->0,21677->3,16750->0,6890->4,14192->5,9186->5,21401->1,32436->0,12079->1,10536->3,9610->1,6928->1,7992->2,30147->5,20688->0,22011->4,15077->3,30068->0,30671->2,11201->0,22447->0,14111->5,19041->1,24401->0,22412->2,13995->4,9118->1,10361->1,3631->4,6389->0,10154->3,6744->5,14095->3,24849->4,22678->1,24080->0,17895->3,3915->0,13434->5,27118->2,19901->3,12798->0,28441->1,24884->0,7625->3,1565->5,20932->4,21850->1,6134->5,29943->4,2188->5,29346->5,12289->1,10883->0,24091->3
carnes|26374->0,17713->3,31668->0,26579->4,12670->2,7089->0,337->5,14878->1,14810->0,9508->4,22404->5,26288->1
carrizales|5270->0,12913->3,14496->0,319->1,14562->5,25402->3,23757->5,1604->4,15646->4
carty|20463->5,5341->1,30100->0,5481->0,14977->1,28656->2,3179->3,10129->2,14160->5,3316->2,32058->4,32253->4,12154->0,19330->0,26849->5,4733->2,18599->3,5120->1,5232->0,19054->1,16801->2,3536->1,1202->4,18498->3,17281->3,4265->5,19503->0,4303->3,5585->3,29075->2,5797->0,1337->3,7875->3,28148->0,23646->3,27051->2,27974->3,14077->0,16845->2,7016->2,5658->0,24575->0,1185->5,13286->4,25123->0,14945->4,20387->5,12496->1,9838->3,19767->5,21210->3,31604->5,24219->0,17622->1,1089->3,21873->3,22744->5,2863->1,27733->5,3733->2,9208->3,15997->5,29526->5,15262->0,6342->5,16970->0,2096->0,6930->0,3277->5,7813->2,9948->3,31423->3,32068->2,27904->0,22318->0,10241->0,29211->4,13508->5,19013->0,2855->2,3356->4,20521->3,24352->1,13616->3,18762->2,24028->2,362->4,3770->1,13247->1,2736->1
carvel100|9804->0,2275->4,23927->5,31790->0,16719->3,12531->2,22883->5,14136->3,29046->2,28603->2,6394->4,8437->1,25942->3,8524->0,30064->4,2826->1,15910->0,6102->3,8743->1,12241->0,2077->0,18883->1,605->5,21262->2,4380->3,13215->5,21034->3,2695->0,19363->0,17784->5,5837->3,3004->1,109->2,26767->1,21433->5,24825->3,17239->1,10644->3,13762->0,32755->3,22648->5,9984->4,16149->4,11762->0,3972->2,7745->0,1654->5,2010->0,27786->4,10310->0,1619->0,23370->2,25911->0,10704->0,6438->2,11868->1,12942->3,13784->5,15774->1,12078->4,10532->3,25314->3,6815->3,7995->3,30146->4,20830->2,28542->0,11910->5,17259->5,13956->0,23034->2,29098->2,25577->2,17642->4,17293->0,27110->2,6678->3,13741->0,9291->3,30515->5,6836->4,17788->3,18076->1,32272->4,1907->1,25396->3,24298->0
catchy|26374->1,17713->0,31668->2,26579->0,12670->2,7089->3,337->1,14878->0,14810->2,9508->2,22404->3,26288->3,23829->3,12620->0,22908->0,11796->4,22216->2,22770->4,10624->2,32658->5,32162->1,1175->2,25578->2,30755->2,8923->3,23012->4,27336->2,12330->2,19125->5,31651->3,20408->5,13471->1,12025->1,23647->5,18942->5,22379->1,32245->3,15835->5,6430->1,15680->3,4686->1,5102->3,8277->4,18406->2,12895->3,13533->4,1862->4,29168->4,15108->0,3485->0,28632->1,1308->5,5414->2,32018->4,22823->1,2811->4,2795->2,17270->1,15900->0,3525->0,28295->2,16525->3,5170->5,11735->4,19603->3,13540->4,25762->3,22727->0,5099->3,29713->3,23246->1,30598->2,1663->0,25854->3,18754->2,13625->1,19938->1,25125->1,10182->5,20025->5,31371->1,24787->1,2622->4,25898->2,10029->3,26536->5,11260->0,16871->5,6051->0,2061->4,24012->3,31682->1,19727->1,21764->2,12145->3
CatGirlGamer7|7437->3,7137->2,16619->3,19231->2,20131->4,22443->1,26795->0,12447->2,1605->5,28790->3,28322->5,24496->1,11984->4,31949->5,27008->0,5120->5,11892->1,23003->2,9573->1,24140->2,4096->1,30340->0,28680->1,4912->3,22872->5,22764->1,11463->2,2016->4,7019->5,23174->2,25258->2,29058->0,10353->2,23442->0,4355->2,21454->0,11660->5,4840->2,13364->1,1276->4,25829->4,16340->0,2288->0,30101->2,20275->3,17409->4,8027->1,3097->4,7573->4,2295->0,18193->5,32743->5,13488->1,8291->0,9285->1,5154->4,15800->1,32288->3,29400->2,8004->4,30785->3,13213->5,15250->5,16924->5,18206->3,14480->1,5692->3,20145->0,5446->2,17506->4,2847->4,22823->0
cathouse|6867->2,11101->0,1957->1,30454->5,4707->2,8230->4,1455->3,24074->5,28464->0,4702->4,15380->4,21301->3,22102->0,30382->0,408->0,26663->2,17073->5,28269->2,19693->2,16109->4,10045->0,23959->1,7830->3,7387->2,29220->4,16685->0,20103->5,5497->5,11938->0,22667->1,24932->1,30875->2,15890->1,6697->2,16785->5,25897->2,6426->4,30058->2,16510->5,17625->3,22358->1,27640->1,16580->0,19805->1,22791->1,6828->0,15630->1,18206->0,9450->2,6219->2,11377->3,13973->0,1124->3,410->0,2865->3,14503->1,14770->4,20795->2,9981->5,7472->4,30532->1,9265->4,14798->0,30591->0,27608->0,3284->5,27627->2,11588->4,1646->0,24888->5,27127->1,1940->5,5701->0
cavs02|16060->4,24460->0,3502->5,14304->1,24206->3,16829->3,3594->4,10066->2,7851->2
cayman5|27780->2,9427->5,10941->1,19315->3,18896->5,5247->4,12196->4,23796->5,14132->3,3949->3,29922->0,18535->3,8204->5,13749->5,30536->4,21215->1,32000->3,6176->3,17887->2,10860->5,9149->4,27930->4,18912->3,7425->5,20869->2,8180->5,10125->2,21079->1,2073->5,19731->2,31065->0,23934->2,5333->5,4482->1,29484->5,22653->5,4133->3,5788->3,23889->2,8349->0,23554->4,17217->3,19335->1,17790->3,492->0,32156->0,11104->2,32441->3,15852->1,18221->4,678->0,18579->5,8140->2,22468->3,20491->2,7728->2,14197->3,12940->5,4499->4,25966->2,12084->1,28060->2,14855->4,9266->1,4219->1,30185->1,20765->4,627->4,28599->2,22327->0,25408->4,4770->0
cdavid939|14969->0,12579->2,22403->1,21651->2,30896->3,12197->4,29372->4,20135->4,20070->0,5022->1,7448->0,18136->3,13751->2,10260->5,28582->0,24609->5,13343->4,7333->5,11364->1,27806->2,7675->4,29654->3,14320->2,23593->2,4259->5,7564->2,30458->4,2694->3,3087->2,12955->2,16488->5,17513->0,18648->4,20481->0,22651->1,13105->5,11583->4
Cedarcraft|1472->5,21351->0,3179->2,10581->4,13516->1,14176->4,13993->0,13425->1,9459->2,21921->3,16955->2,25143->1,19216->3,13043->5,12909->0,22910->1,7054->5,19961->3,30860->4,21619->5,24601->1,30376->0,6866->4,29580->3,29665->3,4446->0,9821->3,25668->1,8203->0,17751->1,8412->4,1973->5,8972->5,3924->1,618->3,32677->0,14902->5,27916->3,27887->0,1344->0,10657->4,16488->2,21897->5,24055->0,26926->1,18616->3,21693->5,22957->1,24801->0,21318->3,32525->4,6426->5,12370->3,1805->0,16509->2,27784->0,7639->1,18582->3,18406->5,8384->5,5637->2,20189->4,8005->4,18366->1,27676->3,11096->2,2819->0,2519->2,10002->3,28516->4,11911->0
cees141|16768->5,31894->3,9819->5,14900->4,13767->4,11018->3,3015->4,26384->5,2849->3,4775->1,1294->0,31156->0,28192->3,15382->1,24632->1,3880->4,27955->0,12774->3,15127->3,1387->4,6107->5,19460->3,1189->0,14286->5,7005->3,10892->0,17458->5,2879->2,19802->5,15531->1,11628->1,12666->3,30315->5,1279->4,27541->5,29295->1,6707->1,19121->4,21113->0,6425->2,30061->3,16509->4,3360->1,2666->0,6730->5,16589->2,14929->4,10901->4,5405->3,13238->5,18953->2,25615->3,20145->0,16251->1,5636->2,207->2,8464->1,5345->0,17719->4,31128->4,22798->1,27418->3,27625->1,20439->0,7284->1,15175->1,18113->1,310->1,18946->3,27481->5,11512->3,3751->0,25108->4,27130->4,25215->5,5704->1,4375->4,9175->1,12432->5,2900->2
centrality|4180->5,21617->5,3278->1,16133->5,31946->4,9225->0,5239->5,22012->4,25556->1,14085->0,30203->5,10671->2,18565->3,32659->3,30576->2,10863->3,26908->3,15144->4,29327->0,11465->5,1566->5,5243->3,28713->4,4102->5,14272->1,4892->1,25390->4,30387->4,12845->1,11021->5
CenturionFIR|10491->0,10121->5,21088->1,9772->4,5675->0,29740->3,9226->2,19141->2,5696->2,18224->4,14050->1,28011->3,7065->0,8527->5,13908->0,21323->3,7506->0,24511->2,6901->4
cgabriel|9807->5,26254->2,1473->3,30338->2,7503->4,8372->1,29272->3,20404->0,16267->3,29377->5,7275->5,28009->0,22904->3,26880->0,26400->4,27362->1,16775->5,32581->3,29710->1,1200->5,25836->5,13670->4,7378->4,6985->0,13654->5,27728->0,23649->2,2193->1,22500->1,23521->5,1534->1,6206->0,21761->5,29727->2
ch4zman16|16520->1,21397->5,16990->1,31720->5,25839->1,13113->4,11415->1,20108->3,19350->1,21457->5,9824->1,22395->2,18009->1,24497->1,25340->2,22438->3,11258->1,8392->5,10861->4,8166->0,32699->2,20222->0,27814->3,1971->1,13927->2,20674->3,4873->4,19015->1,15509->1,17400->2,6926->2,17279->3,32169->0,31454->3,14943->0,2555->5,14773->1,31462->2,1805->2,28730->1,7695->5,27206->3,4450->3,12341->4,2568->3,13313->3,2316->1,19676->4,4644->0,5692->5,21739->3,30756->2,11737->3
chabazite|28026->3,20116->2,3379->0,13797->2,14281->1,24798->3,8985->3,25138->3,14033->0,10506->4,344->4,24626->3,18598->4,29071->1,28561->4,20112->4,32339->2,31042->0,21315->5,18209->5,17385->5,4118->3,1234->1,4183->5,21219->3,10367->5,17720->1,6611->1,26828->0,7699->1,5747->4,31399->1,17919->3,10739->4,2279->3,7178->2,12362->0,24182->0,5478->5,15354->4,513->4,25772->1,21083->5,17378->0,27676->0,16670->1,18418->2,30819->0,1313->1,27111->0,25659->5,20514->0,14368->3,29510->4,12903->4,6489->4,10386->3,15608->3,32178->5,17906->3,6390->4,27072->1,12545->5,3792->5,16831->0,3122->0,7494->1,14739->0,13698->1,11850->4,8400->4,12718->3,28709->3,20635->4,1138->2,24432->1,164->5,31134->4,23777->1,20125->5,18650->4,3471->0,2141->5,1799->5,7665->4,2735->1,14978->1,15888->5,27536->4
chalkhill|17210->0,22831->4,3479->4,10133->4,14174->1,2585->5,29744->5,25137->3,3432->0,12815->2,29143->1,11984->0,8093->5,2627->4,25889->3,5832->1,16800->2,31448->2,2739->5,17695->4,30863->3,6202->3,28266->3,1624->4,17636->5,10368->0,21954->4,13231->1,16727->5,28896->2,24239->4,19063->3,9945->4,6626->0,9354->1,7021->0,17473->4,6018->1,5730->3,24716->2,416->1,15648->2,22297->2,5276->4,10964->4,24492->4,19983->5,23680->4,16846->0,12028->3,24329->0,21001->2,10411->0,29509->3,11132->0,24973->5,11959->1,15498->2,18923->4,2155->1,27651->2,13303->1,2845->4,16518->1,19476->5
chamas|21296->1,4229->2,7486->1,27485->0,1893->0,4948->3,7489->1,31053->0,12799->1,19740->0,14687->0,13042->4,12480->4,19576->3,5471->3,11748->5,16938->5,29807->4,14321->2,27381->1,17390->0,3107->5,20421->1,22762->3,26455->1,1260->5,23170->5,17594->0,22027->0,28333->5,7455->1,19348->1,3285->1,24055->0,4954->0,12800->5,16024->1,3335->1,2497->3,26465->3,11654->5,28980->3,31169->5,8242->1,15800->4,13532->2,5715->0,25348->4,1882->4,21888->1,9476->5
Chamilleion|21342->1,25839->3,26384->3,23721->2,11426->2,2106->5,9508->1,3954->4,32152->1,29373->2,11953->1,4608->4,344->0,21470->5,30672->1,20493->5,5396->0,3372->1,5508->2,12320->1,6102->4,31297->5,28655->3,9149->3,2154->1,25925->4,31518->2,10213->4,8007->5,1975->2,6824->4,1875->0,28715->3,22688->1,426->3,19014->3,9095->4,2875->2,30294->1,15557->3,26472->2,2082->2,5901->2,3744->2,20964->1,6703->3,6626->5,7029->5,14829->2,7016->5,10957->0,13826->0,25728->3,7360->2,26955->2,3250->4,2558->4,8060->2,5477->2,20197->3,421->2,19707->4,17943->2,17611->5,15628->3,21929->3
Champion108|10828->4,20594->4,22105->0,15343->0,13797->3,6366->3
ChaoticFactors|11786->0,28099->3,27594->5,26540->1,21335->5,6783->1,20804->3,14398->5,30579->2,7532->2,22240->5,24535->2,26196->4,11899->5,29287->4,16025->5,14388->1,2620->4,29757->2,9878->1,21857->4,15096->5,7670->1,14320->4,2050->5,1260->4,5242->4,5358->3,29816->0,4102->2,20845->2,2193->0,15585->3,11938->5,7336->1,6926->2,1279->0,5071->3,3540->5,11699->0,22379->3,1348->4,18180->3,15837->2,12454->4,7109->5,12362->1,2293->3,25549->3,1172->1,7610->3,7618->0,25654->0,10034->4,11762->2,29110->0,3232->0,11104->0,13340->1,14324->4,26950->2,4053->1,14234->5,1863->3,18245->0,3793->4,27467->4,29994->1,22824->5,14714->3,17755->5,624->3,20755->0,21660->0,7847->3,1155->2,26769->5,29165->2,10874->5,10590->1,2155->4,3365->2,14257->5,16970->4,12644->4,30147->1,18920->2,29077->2,28764->1,4025->1,1931->1
charie|10600->2,31670->3,3025->0,23767->1
charlie10618|7343->3,24088->3,398->5,12198->2,29655->0,13522->5,9226->1,16955->1,4517->1,8205->4,13748->3,23054->3,27635->4,22916->4,18290->2,23634->3,30349->5,27038->2,4912->1,18755->3,24154->3,2015->2,13928->2,3491->4,11554->0,25528->1,22057->4,31065->5,21822->5,5332->4,6153->1,32799->2,5235->0,28028->4,13148->5,23891->0,27829->3,21673->4,17211->0,9833->2,8060->2,6128->1,15814->0,16714->4,3331->3,15272->0,18223->1,27070->2,12236->2,22871->1,25873->5,16749->0,4983->1,10805->5,9185->2,4507->5,14896->4,12080->0,25692->4,25328->4,23572->3,4049->3,2933->0,30697->3,20814->1,8207->3,24320->1,7596->3,8778->2,21143->1,21938->5,23533->2,11883->0,22553->3,2400->1,22736->3,13804->4,2793->0,26301->3,4011->0,18328->1
chasseur|11290->2,40->3,422->5,13301->1,26508->5,21835->2,10760->0,27594->0,23876->5,7444->0,14256->4,27695->2,32519->4,2647->0,7506->4,24601->2,3837->3,22551->1,1627->5,7062->4,29181->3,27084->4,23590->5,6459->0,24908->4,16691->2,23442->1,11627->5,19507->0,27638->3,15541->2,32360->2,20756->0,27220->1,29259->1,22750->3,7572->2,9375->2,22640->4,32208->1,4270->0,31590->2,23582->1,1210->2,10897->0,6826->3,25326->4,22581->2,9451->4,17669->3,32318->4,10752->0,3888->0,409->3,2808->0,3066->4,31133->5,17899->5,23152->3,27491->4,15437->3,11729->4,15172->0,25879->1,4860->3,21529->0,27105->5,11510->5,17847->0,4231->1,27129->0,25212->0,5699->1,3790->5,22693->2,1607->2,2902->3,24132->1,32480->2,16874->5,19880->2,5919->0,1491->3,30355->0,6955->1,26550->1,16347->2,8294->0,30748->1
CheddarAthena|22248->4,14282->3,22086->1,20135->5,7377->5,14687->3,246->2,15106->4,201->2,25556->4,16769->2,22904->0,20611->5,30382->3,2283->0,22438->2,15127->2,30377->3,29184->4,11134->0,32162->4,4435->1,9820->3,25668->4,25826->5,17747->1,4118->2,1976->3,23167->0,20744->2,305->4,7140->2,14904->3
CheeseAndHam|3295->5,16573->0,22248->4,14282->5,22086->5,20135->0,7377->0,14687->2,246->0,15106->2,201->0,25556->1,16769->3,22904->2,20611->3,30382->2,2283->2,22438->3,15127->3,30377->2,29184->3,11134->4,32162->0,4435->1,9820->3,25668->3,25826->5,17747->1,4118->1,1976->3,23167->5,20744->5,305->3,7140->2,14904->2,27857->0,19363->2,1350->2,17041->2,23934->0,10059->5,13624->3,26927->0,14654->2,7587->3,10483->3,24933->2,8718->0,9754->0,9075->5,21715->0,1094->1,6198->1,32541->0,7643->1,17667->5,18594->3,7595->4,5638->4,25503->3,10166->1,14854->3,10964->0,11095->2,2524->3,21210->2
Cheeseot|13549->2,12579->3,25386->4,1893->3,13411->0,5881->0,7504->4,3278->1,9615->5,29272->4,14414->1,24074->5,26097->5,21457->5,28192->4,20425->1,27993->3,13800->2,22908->0,31419->4,24514->2,22765->0,31114->2,11477->2,20112->5,14389->3,6285->4,27210->0,9436->2,1840->0,30712->4,15018->4,605->2,2014->1,1251->1,8180->0,12112->5,21909->3,20827->1,278->2,25579->1,18908->1,11941->5,27076->4,30498->0,5947->4,19352->0,11491->3,30269->0,7644->4,3824->5,9922->1,15836->2,25157->2,7574->1,2785->0,2292->3,21325->3,5730->0,7702->4,5480->4,25123->3,10033->2,32271->4,20614->4,5712->2,11223->2,14575->1,32483->3,15272->3,15783->3,9244->5,1209->4,4047->3,16299->3,24622->3,18055->1,21416->1,16346->0,409->5,2806->4,12143->0,1364->4,8317->4,7043->0,26771->5,30291->4,17741->3,10540->1,5167->5
Cheppa|14520->5,16637->1,5008->3,30503->0,461->3,2649->0,16784->1,29585->4,7176->4,16126->0,18096->5,22550->0,11414->4,22352->0,29742->5,4319->4,12886->5,3432->0,141->4,24236->2,26849->3,4684->1,19200->4,27800->0,256->2,24048->4,6104->4,11173->1,23634->0,24026->4,29682->2,27493->5,27532->0,25836->5,22968->3,23749->1,22987->3,1245->4,6459->5,18878->2,22785->4,19778->3,26941->0,3787->1,26107->1,20409->5,6742->5,15559->0,18499->3,29987->1,14543->1,18501->1,27232->0,6704->5,32474->1,12452->0,25819->3,9365->3,522->1,14355->1,10527->1,28980->4,1096->4,20048->5,20315->1,14955->1,3898->4,25551->3,5716->0,22791->4,13352->5,2316->2,13238->5,5769->5,1576->3,7606->0,1308->2,9057->1,6538->5,10359->5,23752->0,20944->0,14368->4,20269->1,15408->5,7589->3,28325->5,13923->2,9209->0,22606->1,12078->1,23988->0,23105->3,14855->5,11731->5,24036->2,3734->0,22875->2,15360->5
chetnik|4046->1,18768->1,17210->1,22831->3,3479->3,10133->1,14174->2,2585->1,29744->0,25137->5,3432->3,12815->4,29143->4,11984->2,8093->2,2627->2,25889->1,5832->2,16800->5,31448->2,2739->2,17695->5,30863->4,6202->1,28266->3,1624->1,17636->4,10368->1,21954->4,13231->4,16727->3,28896->0,24239->5,19063->2,9945->1,6626->3,9354->1,7021->3,17473->4,6018->5,5730->0,24716->1,416->1,15648->2,22297->2,5276->3,10964->4,24492->1,19983->4,23680->3,16846->3,12028->0,24329->0,21001->0,10411->1,29509->4,11132->1,24973->0,11959->3,15498->3,18923->4,2155->0,27651->1,13303->2,2845->0,16518->2,19476->3,1606->1,2577->3,29502->5
ChevalDeFrise|15021->0,14174->0,30772->1,20888->1,32058->4,28449->2,31521->5,12785->0,5155->4,7502->0,27611->0,27657->1,23054->2,2593->2,31135->5,24631->1,23835->2,3124->3,7326->2,4984->5,29779->4,8165->3,7062->4,25630->2,32365->5,27345->1,10156->5,4738->0
ChicaGamer|12431->4,11524->4,49->4,21157->1,27255->2,7017->3,18441->5,18855->5,30922->2,25402->0,14399->2,17971->1,1602->1,4630->2,11801->3
chickenjoe103|25782->4,13114->3,11424->5,28099->5,3438->5,11190->0,5983->4,23147->1,7067->1,19070->2,21323->3,21619->1,6805->2,31097->2,9152->3,8165->2,30045->5,16567->5,25430->3,1245->2,23173->1,20676->0,10353->1,13964->5,3125->2,28606->1,31722->5,10067->0,3408->4,24058->3,14156->0,9012->0,10970->0,3366->5,31217->5,27328->4,537->5
CHIEF357|7690->3,22480->5,15841->0,29603->5,21206->5,24249->4,11927->2,2103->3,26010->0,21479->1,30896->0,26477->0,31053->3,24456->2,31509->0,28155->3,9225->2,10554->4,29377->0,9840->3,15380->3,19250->4,18009->5,3880->1,14566->3,5122->1,11246->0,22770->1
chilton|15654->3,23211->2,20502->0,13518->0,26659->0,17493->3,11574->3,20559->3,14515->3,21120->3,27852->4,19237->2,11572->0,13634->5,18597->3,6961->4,32075->2,31022->2,9433->4,28080->1,2154->3,17397->3,6280->5,1266->5,11031->0,12112->3,8026->0,30021->0,21855->0,16037->2,5470->2,10059->1,1470->3,31957->0,25485->2,9173->3,16180->4,7121->3,23720->4,11895->5,6555->1,3928->0,17253->2,27815->5,9431->3,386->3,13340->4,570->3,15782->3,2740->0,29949->5,8030->0,11840->2,21173->4,9273->4,635->2,2480->0,14588->2,22517->1,5513->0,30789->5,2644->3,11731->0,24431->2,13646->3,7307->0,22899->3,2378->5,12476->3,32324->5,18904->3,10342->2,1703->5,10219->5,28738->2,3153->0,1133->0
chinocat|18768->5
